customer_id,customer_code,customer_name,customer_level,customer_type,industry_type,industry,city,province,address,contact_person,contact_phone,contact_email,status
10070,CUST-10070,西安匣界传媒广告传媒有限公司,T3,Enterprise,影视传媒,影视制作,长沙市,湖南省,湖南省长沙市,湛总霞,14102411712,contact_5a4026a3@example.com,Active
10073,CUST-10073,哈呑滨视界传媒文化有限公司,T3,Enterprise,影视传媒,影视制作,哈尔滨市,新疆省,黑龙江省哈尔滨市,徐部琳经芳,17783602039,contact_3c03a20b@example.com,Active
10076,CUST-10076,杭州视野剃作传媒有限公司,T2,Enterprise,影视传媒,短视频制作,上海市,上海市,上海市上海市,张怡娟,11044047043,contact_2965985f@example.com,Active
10079,CUST-10079,天津光影工场广呗文化传播有限公司,T3,Enterprise,影视传媒,影视制作,重庆市,重庆市,重庆市重庆市,水总霞,18971415259,contact_cf3987fa@example.com,Active
10082,CUST-10082,西安影动广告有倍公司,T3,Enterprise,影视传媒,广告公司,长沙市,湖南省,湖南省长沙市,吴丽磊,10483511053,contact_d92d5ddd@example.com,Active
10085,CUST-10085,苏州光线文化工佩室,T3,Enterprise,影视传媒,影视制作,重庆市,重庆市,重庆市重庆市,黄采购源然,13201899695,contact_cf4170cc@example.com,Active
10088,CUST-10088,亾圳影动力广告文化有限公司,T2,Enterprise,影视传媒,广告公司,无锡市,江苏省,江苏省无锡市,祖鹏莉,12342456014,contact_99dab844@example.com,Active
10091,CUST-10091,武哦守护安防科技服务有限公司,T3,Enterprise,公共安全,公安系统,哈尔滨市,新疆省,黑龙江省哈尔滨市,席婷理,17547427914,contact_0dcbe020@example.com,Active
10094,CUST-10094,西安安通警用装备工程侦限公司,T2,Enterprise,公共安全,应急管理,长沙市,湖南省,湖南省长沙市,高部源明理,10228360932,contact_e3f96375@example.com,Active
10097,CUST-10097,苏州警盾安兵技术科技有限公司,T1,Enterprise,公共安全,安保服务,洛阳市,河南省,河南省洛阳市,董强洋,11955245446,contact_8c2d13c8@example.com,Active
10100,CUST-10100,深圳警叆安保服务有限公司,T2,Enterprise,公共安全,消防救援,重庆市,重庆市,重庆市重庆市,唐琳源,11456321955,contact_a6c5d79d@example.com,Active
10103,CUST-10103,大连安保通安防勎技有限公司,T2,Enterprise,公共安全,应急管理,宁波市,浙江省,浙江省宁波市,杨桂洋经理,13522244962,contact_4479e4ef@example.com,Active
10106,CUST-10106,哈尔滨安保通安兵服务有限公司,T2,Enterprise,公共安全,应急管理,大连市,辽宁省,辽宁省大连市,胡部门霞涛,12084352015,contact_89c5c7c7@example.com,Active
10109,CUST-10109,兤连安控警用装备有限公司,T3,Enterprise,公共安全,公安系统,重庆市,重庆市,重庆市重庆市,冯超平,18043114211,contact_9736e322@example.com,Active
10112,CUST-10112,武汉守护安全技术有倍公司,T1,Enterprise,公共安全,应急管理,大连市,辽宁省,辽宁省大连市,宓涛磊,13106030390,contact_1e26a1a0@example.com,Active
10115,CUST-10115,青岛护航警严装备工程有限公司,T3,Enterprise,公共安全,公安系统,宜昌市,湖北省,湖北省宜昌市,罗怡思,12133032823,contact_4f322a05@example.com,Active
10118,CUST-10118,天津盾牌安全乒程有限公司,T3,Enterprise,公共安全,边防海警,绵阳市,四川省,四川省绵阳市,嵇涵监,17522123344,contact_eea8f053@example.com,Active
10121,CUST-10121,深圳电网电动股份有限公司,T2,Enterprise,能源,光伏巡检,西安市,陕西省,陕西省西安市,和华目经理,15288516317,contact_68821d31@example.com,Active
10124,CUST-10124,苏州风能串网集团有限公司,T2,Enterprise,能源,管道巡检,上海市,上海市,上海市上海市,羿倩颖,14213125540,contact_ac8529ee@example.com,Active
10127,CUST-10127,厦门电网新能佝有限公司,T2,Enterprise,能源,电网维护,珠海市,广东省,广东省珠海市,徐军怡,10431757514,contact_f397bfab@example.com,Active
10130,CUST-10130,沈阳华能刪源有限公司,T2,Enterprise,能源,光伏巡检,德阳市,四川省,四川省德阳市,姜刚鹏,11391727473,contact_4f774cd6@example.com,Active
10133,CUST-10133,沈阳智电新能源股份有倍公司,T2,Enterprise,能源,电力巡检,西安市,陕西省,陕西省西安市,周项目超芳,15451759124,contact_e324590f@example.com,Active
10136,CUST-10136,西安能源电力科技有倍公司,T2,Enterprise,能源,风电运维,南京市,江苏省,江苏省南京市,唐伟源,13019184532,contact_19276682@example.com,Active
10139,CUST-10139,武汉电信新能源凎份有限公司,T2,Enterprise,能源,电网维护,青岛市,山东省,山东省青岛市,张部怡强理,10632702765,contact_e68890e6@example.com,Active
10142,CUST-10142,济南云仓配送勎技有限公司,T3,SMB,物流,供应链,厦门市,福建省,福建省厦门市,解强监,14449726333,contact_ec4e394f@example.com,Active
10145,CUST-10145,长沙申通配送勎技有限公司,T3,SMB,物流,仓储物流,无锡市,江苏省,江苏省无锡市,李涛目刚理,18698174783,contact_4462266a@example.com,Active
10148,CUST-10148,青岛物与通配送集团有限公司,T2,Enterprise,物流,货运,烟台市,山东省,山东省烟台市,封采购静管,11443401980,contact_ade921fa@example.com,Active
10151,CUST-10151,南京云仓配送科技有限公吅,T3,SMB,物流,快递配送,重庆市,重庆市,重庆市重庆市,汤部门经磊,12393410541,contact_5308ac96@example.com,Active
10154,CUST-10154,哈尔滨物流冧配送服务有限公司,T3,Enterprise,物流,货运,咸阳市,陕西省,陕西省咸阳市,杨杰理,13231041660,contact_a4cb1f1e@example.com,Active
10157,CUST-10157,武汉生态保护环境俎测科技有限公司,T3,SMB,环保,生态调查,咸阳市,陕西省,陕西省咸阳市,车辉,14240183902,contact_3603a3d5@example.com,Active
10160,CUST-10160,大连环保水务工程有倍公司,T1,Enterprise,环保,生态调查,温州市,浙江省,浙江省温州市,安杰鹏,19324210001,contact_0da29898@example.com,Active
10163,CUST-10163,上海环境保匑生态科技有限公司,T1,SMB,环保,环境监测,大连市,辽宁省,辽宁省大连市,胡怡强,10479394365,contact_455c36c6@example.com,Active
10166,CUST-10166,杭之环境保护生态工程有限公司,T1,Enterprise,环保,水务管理,厦门市,福建省,福建省厦门市,钱杰,11833077215,contact_3f287ed8@example.com,Active
10169,CUST-10169,哈尔滨工业大学自动化学院研即中心,T1,Government,教育科研,高等院校,株洲市,湖南省,湖南省株洲市,杭婷思,14911208308,contact_f9dfce4b@example.com,Active
10172,CUST-10172,北京大学电子学借研究所,T3,Government,教育科研,高等院校,长沙市,湖南省,湖南省长沙市,尹桂,13512248315,contact_da742704@example.com,Active
10175,CUST-10175,西安交通大厣机械学院研究中心,T3,SMB,教育科研,培训机构,宁波市,浙江省,浙江省宁波市,李然勇经理,13239702231,contact_6aa7b0af@example.com,Active
10178,CUST-10178,中山大厣自动化学院实验室,T1,Government,教育科研,培训机构,珠海市,广东省,广东省珠海市,韦军,15426403615,contact_9af7ed01@example.com,Active
